,COUNTRY_NAME,COUNTRY_CODE,INDICATOR_NAME,INDICATOR_CODE,YEAR,GDP_USD
12988,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2008,3532969034.608379
12989,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2008,100879902984.98279
12990,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2008,55779427739.66093
12991,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2008,517706149201.19556
12992,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2008,3294093485.2079597
12994,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2008,967199593.9601573
12995,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2008,218089977728.2851
12996,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2008,862683630.0
12997,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2008,10393834720.852018
12998,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2008,5970838982031.95
12999,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2008,3929049124644.694
13000,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2008,3323677130.044843
13001,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2008,291382991177.6978
13002,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2008,5161337336.403649
13003,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2008,19271523178.807945
13004,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2008,4407523301888.312
13005,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2008,648492700.0
13006,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,2008,1400054633003.4944
13007,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2008,344428609.006734
13008,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2008,1527472685559.396
13009,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2008,1274686097795.865
13010,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2008,27871587349.541267
13011,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2008,44860969077.185295
13012,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,2008,770462156204.3795
13013,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2008,30290219.761784937
13014,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2008,27941177434.508705
13015,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2008,14440404021.488146
13016,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2008,188111140643.9854
13017,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2008,12715235052756.785
13018,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2008,30366213119.292767
13019,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2008,14712844084000.0
13020,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2008,29549438883.83379
13021,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2008,695429629.6296296
13022,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,2008,315953388510.678
13024,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,2008,4244000000.0
13025,Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2008,99130304099.12743
13026,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2008,590748237.0216571
13027,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2008,64071495709700.28
13028,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2008,619260721.5793056
13029,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,2008,5181776768.712465
13030,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2008,26910851361.755512
13031,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2008,316132138757.0813
13032,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2008,17910858637.904797
13033,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2008,4415702800.0
13034,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2009,2498882681.5642457
13035,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2009,712557951490.0588
13036,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2009,12416161048.841185
13037,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2009,506996402016.4371
13038,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2009,70307163678.238
13039,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2009,12044208085.864004
13040,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2009,3674409558.210614
13041,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2009,1974360868641.0588
13042,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2009,253547358747.44727
13043,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2009,332976484577.6189
13044,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2009,8647936747.98704
13045,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2009,675000000.0
13046,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2009,1228329629.6296296
13047,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2009,928042998085.7017
13048,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2009,401758735822.2107
13049,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2009,44291490420.50262
13050,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2009,1781455092.0711389
13051,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2009,483254171097.8122
13052,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2009,9738626993.276962
13053,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2009,9450697335.535646
13054,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2009,102477791472.39049
13055,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2009,52023504656.287766
13056,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2009,22938218085.106384
13057,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2009,9981960000.0
13058,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2009,17613836526.63925
13059,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2009,50874078052.273544
13060,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2009,1317309450.0
13061,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2009,6656000000.0
13062,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2009,17339992165.242165
13063,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2009,1666996294372.8713
13064,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2009,4465500000.0
13065,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2009,10732366286.264265
13066,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2009,1234014291.823416
13067,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2009,10267133177.733364
13068,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2009,2059094048.2601888
13069,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2009,1374625142157.2915
13070,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2009,1290896340202.0664
13071,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2009,558199868578.2556
13073,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2009,172389498444.6795
13074,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2009,5101703073088.971
13075,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2009,33886814907.053555
13076,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2009,27932971683.421455
13077,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2009,18648373312.4241
13078,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2009,9684321633.219769
13079,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2009,232397835678.33636
13080,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2009,905341090.570115
13081,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2009,1711817181.5296857
13082,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2009,30745712006.52377
13083,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2009,59411440870.43427
13084,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2009,62080000000.0
13086,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2009,4281868714.7485895
13087,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2009,25945391775.493195
13088,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,2009,207434296805.3297
13089,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2009,3411261212652.3413
13090,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2009,1049110684.724934
13091,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2009,489074074.07407403
13092,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2009,321241303699.00574
13093,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2009,48261033298.21333
13094,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2009,137211035770.03444
13095,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2009,6484362732587.079
13096,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2009,7259977912770.567
13097,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2009,14619547692343.475
13098,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2009,2611896303152.076
13099,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2009,20561134999202.688
13100,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2009,62519686000.0
13101,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2009,189147005444.64612
13102,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2009,12938506901373.219
13103,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2009,1856695551.2195122
13104,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2009,1491472923706.6396
13105,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2009,19633031397.610447
13106,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2009,32437389116.038006
13107,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2009,14763782458925.06
13108,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2009,1439293754643.149
13109,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2009,253497520828.51544
13110,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2009,2870624635.6803193
13111,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2009,2700887366932.0293
13112,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2009,2268387770.710142
13113,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2009,280284600.0
13114,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2009,12113699660.679907
13115,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2009,2425798410967.4404
13116,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2009,10766836276.563902
13117,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2009,26048108185.05338
13119,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2009,6716904568.764815
13120,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2009,1450140385.9722867
13121,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2009,830126469.9866083
13122,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2009,15027795173.218706
13123,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2009,331308500253.2744
13124,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2009,771275555.5555555
13125,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2009,2529948329.571527
13126,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2009,37125943564.98726
13127,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2009,4828000000.0
13128,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2009,3165663152.7335134
13129,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,2009,43440687426874.48
13130,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2009,214046415026.18747
13131,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2009,14486159608.066982
13132,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,2009,464073393599.316
13133,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2009,63084004705.08068
13134,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2009,11597014807.349598
13135,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2009,131114229049.1777
13136,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2009,16524646886742.564
13137,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,2009,17986947444475.73
13138,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2009,1462900201705.2664
13139,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,2009,606746812537.8281
13140,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2009,539580085612.4014
13141,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,2009,856826761917.3798
13142,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2009,5487083657.890637
13143,India,IND,GDP (current US$),NY.GDP.MKTP.CD,2009,1341886602798.6855
13145,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2009,236443115853.69476
13146,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2009,416397025729.361
13147,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2009,111657581662.34955
13148,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2009,13154414219.206978
13149,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2009,207953439208.60565
13150,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2009,2199928804118.6313
13151,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2009,12120460872.800337
13152,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2009,24537876056.338028
13153,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2009,5289493117993.89
13154,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2009,115308661142.92726
13155,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2009,42347217912.91757
13156,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2009,4690062255.122471
13157,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2009,10401851850.61082
13158,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2009,132419902.01045702
13159,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2009,747862962.9629629
13160,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2009,943941876218.7433
13161,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2009,105963168867.26894
13162,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,2009,3636582653049.4614
13163,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2009,5836138127.065624
13164,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2009,35399582928.62222
13165,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2009,1768000000.0
13166,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2009,63028320702.0343
13167,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2009,1401507888.8888888
13168,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2009,4318352267558.839
13169,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,2009,597365347154.2837
13170,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,2009,521886596260.28937
13171,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2009,4504549214.226633
13172,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2009,42066217871.53486
13173,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,2009,4277002039280.8877
13174,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2009,17009057347831.53
13175,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2009,1740830510.8748245
13176,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2009,11257229658364.004
13177,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2009,37388122046.14957
13178,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2009,54467289897.55817
13179,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2009,26410909090.90909
13180,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2009,21587740941.597885
13182,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2009,92897320375.8176
13183,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2009,5451653237.010281
13184,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2009,5439422031.39627
13185,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2009,9616879571.44509
13186,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2009,2345294875.0
13187,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,2009,2546940628402.0073
13188,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2009,900045350649.3506
13189,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,2009,149769600.0
13190,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2009,16501832706042.074
13191,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2009,9401731495.716612
13192,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2009,10232036863.424694
13193,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2009,8696366907.474298
13194,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2009,29455165594.68592
13195,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,2009,1372557462068.6763
13196,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2009,4159330369.5470963
13197,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2009,4583850367.88972
13198,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2009,795000000.0
13199,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2009,11914471497.14917
13200,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2009,4714592492.929725
13201,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2009,9128843109.155876
13202,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2009,6191127665.196303
13203,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2009,202257625195.0631
13204,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2009,15830214167157.291
13205,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2009,8938868165.391655
13206,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2009,8704438060.518572
13207,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2009,7352131669.294105
13208,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2009,295008767295.03827
13209,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2009,8298679908.552324
13210,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2009,871518638049.2181
13211,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2009,386190385318.7666
13212,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2009,12854985464.076431
13214,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2009,121373602348.67886
13215,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2009,43122486740600.16
13216,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2009,48388363589.07672
13217,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2009,277199129949.16754
13218,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2009,168152775283.03162
13219,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2009,27116635565.174202
13220,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2009,120822986521.47932
13221,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2009,175974711591.52972
13222,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2009,187522800.0
13223,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2009,11619637798.990961
13224,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2009,439737508413.1919
13225,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,2009,891722999254.5266
13226,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2009,96385600000.0
13228,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2009,244667762835.54318
13229,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2009,22355601273.354515
13230,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2009,8085700000.0
13231,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2009,5916221065.029319
13232,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2009,40916308893588.37
13234,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2009,97798351648.35164
13235,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2009,174103695930.21347
13236,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2009,1222644282201.8625
13237,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2009,5671332137.798657
13238,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2009,1683433843105.3838
13239,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2009,429097899280.0
13240,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2009,51621044076.92307
13241,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2009,16145868284.564486
13242,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2009,194152286008.9378
13243,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2009,735940409.6834265
13244,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2009,2453899846.8831687
13245,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2009,17601620000.0
13246,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2009,2056126701.8616283
13248,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2009,45162894380.9318
13249,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2009,1218451334783.242
13250,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2009,12231264525.067104
13251,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2009,1219298578810.2546
13252,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2009,342525336119.24884
13253,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2009,187820464.5710584
13254,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2009,3875409836.0655737
13255,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2009,89399303222.15501
13256,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2009,50567734885.961296
13257,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2009,436537014293.5535
13258,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2009,3580417066.9247203
13260,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2009,847397850.0944166
13261,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2009,224561692650.33408
13262,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2009,703175750.0
13263,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2009,9290728773.357227
13264,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2009,6475776716046.987
13265,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2009,3114717816270.348
13266,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2009,3379258564.9724193
13267,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2009,281710416557.29193
13268,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2009,4979481980.350979
13269,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2009,20214385964.91228
13270,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2009,4129489049517.7373
13271,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2009,726882400.0
13272,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,2009,1364471762068.6763
13273,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2009,312377379.2971185
13274,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2009,1683433843105.3838
13275,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2009,1219298578810.2546
13276,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2009,19172165225.50151
13277,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2009,43454935940.161446
13278,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,2009,649272568774.1935
13279,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2009,27101076.275152083
13280,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2009,29081425282.29489
13281,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2009,25127805566.434635
13282,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2009,121552777492.55571
13283,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2009,12224830666761.197
13284,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2009,31660911277.02942
13285,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2009,14448933025000.0
13286,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2009,33689223673.257736
13287,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2009,674922222.2222222
